geometry.coordinates,geometry.type,id,properties.alert,properties.cdi,properties.code,properties.detail,properties.dmin,properties.felt,properties.gap,properties.ids,properties.mag,properties.magType,properties.mmi,properties.net,properties.nst,properties.place,properties.rms,properties.sig,properties.sources,properties.status,properties.time,properties.title,properties.tsunami,properties.type,properties.types,properties.tz,properties.updated,properties.url,type
"[-116.4715, 33.525, 8.5]",Point,ci37520176,,,37520176,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520176.geojson,0.03829,,113.0,",ci37520176,",0.77,ml,,ci,26.0,"19km E of Anza, California",0.11,9,",ci,",reviewed,1454548580100,"M 0.8 - 19km E of Anza, California",0,earthquake,",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454549736380,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520176,Feature
"[-122.8558333, 47.7781667, 18.472]",Point,uw61106652,,,61106652,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61106652.geojson,0.05088,,71.0,",uw61106652,",1.81,ml,,uw,16.0,"15km WSW of Lofall, Washington",0.15,50,",uw,",reviewed,1454548389100,"M 1.8 - 15km WSW of Lofall, Washington",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454623292350,http://earthquake.usgs.gov/earthquakes/eventpage/uw61106652,Feature
"[-155.5031738, 19.1591663, 35.37]",Point,hv61168791,,2.2,61168791,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv61168791.geojson,0.03899,1.0,192.0,",hv61168791,",1.93,md,,hv,15.0,"5km SSW of Pahala, Hawaii",0.17,58,",hv,",automatic,1454548341170,"M 1.9 - 5km SSW of Pahala, Hawaii",0,earthquake,",dyfi,general-link,geoserve,nearby-cities,origin,phase-data,",-600,1454549524229,http://earthquake.usgs.gov/earthquakes/eventpage/hv61168791,Feature
"[-122.7985001, 38.8253326, 2.38]",Point,nc72588286,,,72588286,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588286.geojson,0.009245,,50.0,",nc72588286,",0.85,md,,nc,18.0,"6km W of Cobb, California",0.07,11,",nc,",automatic,1454547773950,"M 0.9 - 6km W of Cobb, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454549106772,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588286,Feature
"[-118.2146667, 34.2961667, 4.61]",Point,ci37520168,,,37520168,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520168.geojson,0.0779,,80.0,",ci37520168,",1.01,ml,,ci,16.0,"7km NNE of La Crescenta-Montrose, California",0.08,16,",ci,",reviewed,1454547669110,"M 1.0 - 7km NNE of La Crescenta-Montrose, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454549416824,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520168,Feature
"[-177.4003, -30.5136, 10]",Point,us20004wz8,,,20004wz8,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us20004wz8.geojson,1.345,,126.0,",us20004wz8,",4.9,mb,,us,,"146km SSE of Raoul Island, New Zealand",1.22,369,",us,",reviewed,1454547522640,"M 4.9 - 146km SSE of Raoul Island, New Zealand",0,earthquake,",cap,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-720,1454576468767,http://earthquake.usgs.gov/earthquakes/eventpage/us20004wz8,Feature
"[-122.853, 47.7821667, 18.512]",Point,uw61106647,,,61106647,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61106647.geojson,0.0497,,220.0,",uw61106647,",1.43,ml,,uw,6.0,"14km WSW of Lofall, Washington",0.13,31,",uw,",reviewed,1454547242510,"M 1.4 - 14km WSW of Lofall, Washington",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454615651500,http://earthquake.usgs.gov/earthquakes/eventpage/uw61106647,Feature
"[-118.5003, 38.5268, 11.2]",Point,nn00529881,,,00529881,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00529881.geojson,0.103,,169.61,",nn00529881,",0.3,ml,,nn,5.0,"10km E of Hawthorne, Nevada",0.0533,1,",nn,",reviewed,1454546933230,"M 0.3 - 10km E of Hawthorne, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454611685119,http://earthquake.usgs.gov/earthquakes/eventpage/nn00529881,Feature
"[-177.6348, -30.5407, 10]",Point,us20004wz7,,,20004wz7,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us20004wz7.geojson,1.316,,80.0,",us20004wz7,",5.1,mb,,us,,"143km S of Raoul Island, New Zealand",0.96,400,",us,",reviewed,1454546891880,"M 5.1 - 143km S of Raoul Island, New Zealand",0,earthquake,",cap,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-720,1454575872964,http://earthquake.usgs.gov/earthquakes/eventpage/us20004wz7,Feature
"[-149.3586, 64.4799, 17.6]",Point,ak12665748,,,12665748,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12665748.geojson,,,,",ak12665748,",2.0,ml,,ak,,"16km SW of North Nenana, Alaska",0.57,62,",ak,",automatic,1454546858000,"M 2.0 - 16km SW of North Nenana, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,",-540,1454548583396,http://earthquake.usgs.gov/earthquakes/eventpage/ak12665748,Feature
"[-117.5141667, 33.7098333, 8.19]",Point,ci37520160,,,37520160,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520160.geojson,0.05916,,115.0,",ci37520160,",1.36,ml,,ci,34.0,"8km NE of Trabuco Canyon, California",0.15,28,",ci,",reviewed,1454545797570,"M 1.4 - 8km NE of Trabuco Canyon, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454549126595,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520160,Feature
"[-116.4716667, 33.5288333, 9.31]",Point,ci37520152,,,37520152,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520152.geojson,0.03878,,155.0,",ci37520152,",0.31,ml,,ci,15.0,"19km E of Anza, California",0.1,1,",ci,",reviewed,1454545461440,"M 0.3 - 19km E of Anza, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454548791287,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520152,Feature
"[-116.5805, 33.1621667, 15.39]",Point,ci37520144,,,37520144,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520144.geojson,0.06705,,70.0,",ci37520144,",0.83,ml,,ci,27.0,"10km NNE of Julian, California",0.15,11,",ci,",reviewed,1454545363270,"M 0.8 - 10km NNE of Julian, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454548622432,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520144,Feature
"[-121.075, 36.5925, 8.78]",Point,nc72588276,,,72588276,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588276.geojson,0.03177,,88.0,",nc72588276,",1.35,md,,nc,16.0,"29km NE of Soledad, California",0.06,28,",nc,",reviewed,1454544900740,"M 1.4 - 29km NE of Soledad, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454567645498,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588276,Feature
"[-122.8536667, 47.7771667, 17.902]",Point,uw61106642,,,61106642,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61106642.geojson,0.05263,,96.0,",uw61106642,",1.51,ml,,uw,12.0,"15km WSW of Lofall, Washington",0.15,35,",uw,",reviewed,1454544790430,"M 1.5 - 15km WSW of Lofall, Washington",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454620419500,http://earthquake.usgs.gov/earthquakes/eventpage/uw61106642,Feature
"[-118.8761667, 37.544, 5.9]",Point,nc72588271,,,72588271,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588271.geojson,0.05924,,122.0,",nc72588271,",0.75,md,,nc,22.0,"14km SE of Mammoth Lakes, California",0.03,9,",nc,",reviewed,1454544550120,"M 0.8 - 14km SE of Mammoth Lakes, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454610665511,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588271,Feature
"[-118.7668, 38.671, 14.1]",Point,nn00529985,,,00529985,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00529985.geojson,0.196,,152.02,",nn00529985,",0.6,ml,,nn,7.0,"20km NW of Hawthorne, Nevada",0.0944,6,",nn,",reviewed,1454544494443,"M 0.6 - 20km NW of Hawthorne, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454625457545,http://earthquake.usgs.gov/earthquakes/eventpage/nn00529985,Feature
"[-177.6897, -30.5576, 10]",Point,us20004wyx,,,20004wyx,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us20004wyx.geojson,1.324,,121.0,",us20004wyx,",5.2,mb,,us,,"144km S of Raoul Island, New Zealand",0.6,416,",us,",reviewed,1454544466390,"M 5.2 - 144km S of Raoul Island, New Zealand",0,earthquake,",cap,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-720,1454573414973,http://earthquake.usgs.gov/earthquakes/eventpage/us20004wyx,Feature
"[-147.3294, 64.9886, 0]",Point,ak12664323,,,12664323,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12664323.geojson,,,,",ak12664323,",1.8,ml,,ak,,"23km NNE of Badger, Alaska",0.53,50,",ak,",automatic,1454544408000,"M 1.8 - 23km NNE of Badger, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,",-540,1454545690057,http://earthquake.usgs.gov/earthquakes/eventpage/ak12664323,Feature
"[-118.7757, 38.6555, 11]",Point,nn00529902,,,00529902,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00529902.geojson,0.2,,160.22,",nn00529902,",1.1,ml,,nn,6.0,"19km NW of Hawthorne, Nevada",0.0576,19,",nn,",reviewed,1454544392574,"M 1.1 - 19km NW of Hawthorne, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454572028096,http://earthquake.usgs.gov/earthquakes/eventpage/nn00529902,Feature
"[-118.7906, 38.6556, 9.2]",Point,nn00529908,,,00529908,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00529908.geojson,0.212,,306.45,",nn00529908,",0.6,ml,,nn,4.0,"20km NW of Hawthorne, Nevada",0.0586,6,",nn,",reviewed,1454543829039,"M 0.6 - 20km NW of Hawthorne, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454573897131,http://earthquake.usgs.gov/earthquakes/eventpage/nn00529908,Feature
"[-114.909, 49.6366667, -2]",Point,mb80123164,,,80123164,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/mb80123164.geojson,0.872,,263.0,",mb80123164,",2.98,md,,mb,7.0,"19km NE of Fernie, Canada",0.27,137,",mb,",reviewed,1454542775750,"M 3.0 Quarry Blast - 19km NE of Fernie, Canada",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,",-420,1454598234370,http://earthquake.usgs.gov/earthquakes/eventpage/mb80123164,Feature
"[-111.8206667, 44.812, 9.2]",Point,mb80123159,,,80123159,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/mb80123159.geojson,0.138,,89.0,",mb80123159,",1.63,ml,,mb,28.0,"54km S of Virginia City, Montana",0.14,41,",mb,",reviewed,1454542092380,"M 1.6 - 54km S of Virginia City, Montana",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-420,1454598005720,http://earthquake.usgs.gov/earthquakes/eventpage/mb80123159,Feature
"[-121.5171667, 36.8013333, 5.26]",Point,nc72588261,,,72588261,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588261.geojson,0.05111,,147.0,",nc72588261,",0.83,md,,nc,11.0,"5km SSE of San Juan Bautista, California",0.03,11,",nc,",reviewed,1454541697910,"M 0.8 - 5km SSE of San Juan Bautista, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454626746578,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588261,Feature
"[-121.5203333, 36.7948333, 5.89]",Point,nc72588256,,,72588256,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588256.geojson,0.0283,,33.0,",nc72588256,",1.68,md,,nc,38.0,"5km SSE of San Juan Bautista, California",0.08,43,",nc,",reviewed,1454541678350,"M 1.7 - 5km SSE of San Juan Bautista, California",0,earthquake,",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454641865159,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588256,Feature
"[-121.5208333, 36.7931667, 6.04]",Point,nc72588251,,1.0,72588251,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588251.geojson,0.02986,0.0,33.0,",nc72588251,",1.93,md,,nc,51.0,"6km SSE of San Juan Bautista, California",0.08,57,",nc,",reviewed,1454541311490,"M 1.9 - 6km SSE of San Juan Bautista, California",0,earthquake,",cap,dyfi,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454641805157,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588251,Feature
"[-97.6136, 36.7949, 1.37]",Point,us20004wyi,,3.1,20004wyi,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us20004wyi.geojson,0.205,1.0,48.0,",us20004wyi,",3.2,mb_lg,,us,,"10km E of Medford, Oklahoma",0.35,158,",us,",reviewed,1454541088160,"M 3.2 - 10km E of Medford, Oklahoma",0,earthquake,",cap,dyfi,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-360,1454556093603,http://earthquake.usgs.gov/earthquakes/eventpage/us20004wyi,Feature
"[-122.8373333, 47.7653333, 16.044]",Point,uw61106622,,,61106622,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61106622.geojson,0.06915,,206.0,",uw61106622,",1.37,ml,,uw,8.0,"14km WSW of Lofall, Washington",0.25,29,",uw,",reviewed,1454540660190,"M 1.4 - 14km WSW of Lofall, Washington",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454615040757,http://earthquake.usgs.gov/earthquakes/eventpage/uw61106622,Feature
"[-151.4493, 63.0443, 3.4]",Point,ak12662905,,,12662905,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12662905.geojson,,,,",ak12662905,",2.0,ml,,ak,,"105km NW of Talkeetna, Alaska",0.33,62,",ak,",automatic,1454540197000,"M 2.0 - 105km NW of Talkeetna, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1454541507978,http://earthquake.usgs.gov/earthquakes/eventpage/ak12662905,Feature
"[-122.7990036, 38.8061676, 2.79]",Point,nc72588246,,,72588246,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588246.geojson,0.01925,,122.0,",nc72588246,",0.63,md,,nc,10.0,"4km NW of The Geysers, California",0.08,6,",nc,",automatic,1454540024090,"M 0.6 - 4km NW of The Geysers, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454543765355,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588246,Feature
"[-117.8016667, 36.0121667, 1.93]",Point,ci37520128,,,37520128,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520128.geojson,0.03226,,101.0,",ci37520128,",0.29,ml,,ci,9.0,"13km NE of Little Lake, California",0.07,1,",ci,",reviewed,1454539617580,"M 0.3 - 13km NE of Little Lake, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454541743686,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520128,Feature
"[-150.905, 63.1878, 129.1]",Point,ak12662893,,,12662893,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12662893.geojson,,,,",ak12662893,",2.7,ml,,ak,,"100km WSW of Cantwell, Alaska",0.81,112,",ak,",automatic,1454539287000,"M 2.7 - 100km WSW of Cantwell, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1454568249019,http://earthquake.usgs.gov/earthquakes/eventpage/ak12662893,Feature
"[-65.4393, 18.808, 46]",Point,pr16034004,,,16034004,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16034004.geojson,0.51832792,,270.0,",pr16034004,",3.0,Md,,pr,10.0,"56km NNE of Luquillo, Puerto Rico",0.25,138,",pr,",REVIEWED,1454538996400,"M 3.0 - 56km NNE of Luquillo, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1454567953269,http://earthquake.usgs.gov/earthquakes/eventpage/pr16034004,Feature
"[-116.8093333, 33.587, 9.21]",Point,ci37520120,,,37520120,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520120.geojson,0.03834,,150.0,",ci37520120,",0.33,ml,,ci,14.0,"13km WNW of Anza, California",0.05,2,",ci,",reviewed,1454538823090,"M 0.3 - 13km WNW of Anza, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454541478041,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520120,Feature
"[-65.482, 18.8708, 15]",Point,pr16034009,,,16034009,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16034009.geojson,0.59109146,,259.2,",pr16034009,",2.5,Md,,pr,5.0,"60km NNE of Luquillo, Puerto Rico",0.2,96,",pr,",REVIEWED,1454538797100,"M 2.5 - 60km NNE of Luquillo, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1454567748737,http://earthquake.usgs.gov/earthquakes/eventpage/pr16034009,Feature
"[-65.4688, 18.9064, 16]",Point,pr16034010,,,16034010,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16034010.geojson,0.62073586,,288.0,",pr16034010,",2.9,Md,,pr,4.0,"64km NNE of Luquillo, Puerto Rico",0.15,129,",pr,",REVIEWED,1454538254900,"M 2.9 - 64km NNE of Luquillo, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1454567201942,http://earthquake.usgs.gov/earthquakes/eventpage/pr16034010,Feature
"[-65.4994, 18.9328, 28]",Point,pr16034008,,,16034008,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16034008.geojson,0.65487184,,266.4,",pr16034008,",2.9,Md,,pr,6.0,"66km NNE of Luquillo, Puerto Rico",0.07,129,",pr,",REVIEWED,1454538175100,"M 2.9 - 66km NNE of Luquillo, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1454567136061,http://earthquake.usgs.gov/earthquakes/eventpage/pr16034008,Feature
"[-65.4789, 18.8999, 24]",Point,pr16034007,,,16034007,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16034007.geojson,0.61804092,,262.8,",pr16034007,",2.7,Md,,pr,5.0,"63km NNE of Luquillo, Puerto Rico",0.09,112,",pr,",REVIEWED,1454537625800,"M 2.7 - 63km NNE of Luquillo, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1454566589619,http://earthquake.usgs.gov/earthquakes/eventpage/pr16034007,Feature
"[-155.4170074, 19.3659992, 9.22]",Point,hv61168561,,,61168561,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv61168561.geojson,0.03845,,41.0,",hv61168561,",2.26,ml,,hv,40.0,"18km NNE of Pahala, Hawaii",0.22,79,",hv,",automatic,1454537450490,"M 2.3 - 18km NNE of Pahala, Hawaii",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,",-600,1454537793350,http://earthquake.usgs.gov/earthquakes/eventpage/hv61168561,Feature
"[-65.4844, 18.8854, 32]",Point,pr16034006,,,16034006,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16034006.geojson,0.6054645,,309.6,",pr16034006,",3.0,Md,,pr,4.0,"61km NNE of Luquillo, Puerto Rico",0.09,138,",pr,",REVIEWED,1454537367400,"M 3.0 - 61km NNE of Luquillo, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1454566329226,http://earthquake.usgs.gov/earthquakes/eventpage/pr16034006,Feature
"[-122.8581667, 47.784, 19.649]",Point,uw61106602,,,61106602,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61106602.geojson,0.1017,,299.0,",uw61106602,",1.31,ml,,uw,5.0,"15km WSW of Lofall, Washington",0.15,26,",uw,",reviewed,1454537344220,"M 1.3 - 15km WSW of Lofall, Washington",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454538799250,http://earthquake.usgs.gov/earthquakes/eventpage/uw61106602,Feature
"[-122.8598333, 47.7828333, 19.679]",Point,uw61106592,,,61106592,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61106592.geojson,0.1001,,298.0,",uw61106592,",1.15,ml,,uw,5.0,"15km WSW of Lofall, Washington",0.15,20,",uw,",reviewed,1454536579180,"M 1.2 - 15km WSW of Lofall, Washington",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454538702970,http://earthquake.usgs.gov/earthquakes/eventpage/uw61106592,Feature
"[-65.4729, 18.7714, 52]",Point,pr16034011,,,16034011,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16034011.geojson,0.49587004,,298.8,",pr16034011,",2.5,Md,,pr,3.0,"51km NNE of Luquillo, Puerto Rico",0.11,96,",pr,",REVIEWED,1454536076100,"M 2.5 - 51km NNE of Luquillo, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1454565030406,http://earthquake.usgs.gov/earthquakes/eventpage/pr16034011,Feature
"[-151.0561, 63.5412, 0]",Point,ak12661478,,,12661478,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12661478.geojson,,,,",ak12661478,",1.5,ml,,ak,,"106km W of Cantwell, Alaska",0.6,35,",ak,",automatic,1454535964000,"M 1.5 - 106km W of Cantwell, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1454538267927,http://earthquake.usgs.gov/earthquakes/eventpage/ak12661478,Feature
